URL,Title,Brand,Price,Rating,Scores,Reviews
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Vivo Y 17 s RAM 6 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 2 MP Battery Type 5000 mAh'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 45,000\nRs. 50,000-10%']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Vivo Y 17 s RAM 6 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 2 MP Battery Type 5000 mAh'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 44,999\nRs. 50,000-10%']",['1 Ratings'],['5.0'],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Redmi 12 8GB RAM, 128GB ROM - FINGERPRINT SENSOR - 50MP CAMERA, 5000 mAh FAST CHARGING - REDMI MOST AFFORDABLE PHONE']",['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 44,999\nRs. 52,000-13%']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable']",['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 61,500\nRs. 62,000-0.8%']",['No Ratings'],[],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['REDMI 12C - 4GB RAM + 64GB ROM - 5000 mAh Battery', None]","['Brand: RedmiMore Mobiles from Redmi', None]","['Rs. 25,999', None]","['No Ratings', '2 Answered Questions']",[],"[None, None]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Samsung Galaxy A24 , 6GB Ram 128GB Rom , 6.5 Inches AMLOED Display , 5000 mAh - Fast charging 25W wired', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 71,299\nRs. 83,999-15%', None]","['No Ratings', '1 Answered Questions']",[],"[None, None]"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['itel P40 , 4GB Ram 128GB Rom , 6.6 Inches Display , (Li-Po Non removable), 6000 mAh , 4G Supported']",['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 24,780\nRs. 27,999-11%']",['No Ratings'],[],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Apple iPhone 15 Pro - 6.1"" Inch Display - Physical Sim & ESim - PTA Approved - 1 Year Official Warranty Mercantile', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 517,999', None]","['No Ratings', '1 Answered Questions']",[],"[None, None]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","[""Tecno Spark 10 Pro - 8+8 GB RAM 128GB ROM 50MP Camera 6.8''FHD+ Display 18w Fast Chargng"", None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 37,999\nRs. 44,999-16%', None]","['No Ratings', '2 Answered Questions']",[],"[None, None]"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Tecno Camon 20 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM']",['Brand: TecnoMore Mobiles from Tecno'],"['Rs. 61,899']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Samsung Fold 5 - 12GB/512GB - 7.6"" Main Display - Android 13 - 4400 mAh Battery']",['Brand: SamsungMore Mobiles from Samsung'],"['Rs. 564,999\nRs. 599,999-6%']",['1 Ratings'],['5.0'],"['the reviews are: Daraz Mall Is 100% Safe And Secure Satisfied\n', 'the reviews are: Daraz Mall Is 100% Safe And Secure Satisfied\n', 'the reviews are: Daraz Mall Is 100% Safe And Secure Satisfied\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Sparx Neo X || 4GB Ram 64GB Rom || 6.5 Inches IPS Display || (Li-Po Non removable), 5000 mAh', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 27,499\nRs. 31,999-14%', None]","['1 Ratings', '3 Answered Questions']",['5.0'],"['the reviews are: mashAllah orgnal mobile tha box ma thi nice 👍 thanks seller\n', 'the reviews are: mashAllah orgnal mobile tha box ma thi nice 👍 thanks seller\n', 'the reviews are: mashAllah orgnal mobile tha box ma thi nice 👍 thanks seller\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['REDMI NOTE 12S = 8GB RAM + 256GB ROM = 5000 mAh Battery'],['Brand: RedmiMore Mobiles from Redmi'],"['Rs. 77,599']",['No Ratings'],[],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 48,799\nRs. 49,999-2%', None]","['No Ratings', '4 Answered Questions']",[],"[None, None]"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Vivo Y 36 || 8GB + 128GB || 6.64"" IPS Display || Battery (Li-Po Non removable), 5000 mAh']",['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 63,999\nRs. 64,999-2%']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Xiaomi Redmi Pad SE 8GB Ram 256GB Rom 11 Inches FHD+ display 8000 mAh Battery Snapdragon® 680'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 67,999\nRs. 74,999-9%']",['1 Ratings'],['5.0'],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Oppo A54 - 6.51"" Inch Display - 4GB RAM - 128GB ROM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 59,999', None]","['8 Ratings', '14 Answered Questions']",['4.4'],"[""the reviews are: excellent zaberdast very good product and Very good service thanks for draz I'm very happy timely deliverd.\n"", 'the reviews are: nice experience to buy cell phone from daraz. this is my 2nd experience to buy cell from daraz. best experience. amazing service from daraz\n', 'the reviews are: I have got my oppo A54 mobile in very economical price fast delivery trusted seller\n', 'the reviews are: Origianal product satisfied.\n', 'the reviews are: Product is original and delivered on time seller is recommended\n', 'the reviews are: nice\n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Vivo Y27 - 6GB RAM 128 ROM - 6.64 Inch Display - 5000mAh Battery', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 56,999\nRs. 65,000-12%', None]","['No Ratings', '4 Answered Questions']",[],"[None, None]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Infinix Note 12 6GB+5GB Extended RAM 128GB ROOM Fast Charging 33W Li-Po 5000 mAh, non-removable AMOLED Display', None]","['Brand: InfinixMore Mobiles from Infinix', None]","['Rs. 51,970\nRs. 69,999-26%', None]","['34 Ratings', '5 Answered Questions']",['4.9'],"['the reviews are: All is well . Within 24 hours delivered . I purchased mobile on installments plan and it was same thing as I expected . Related shop needs some appreciation too.i would happily ready to get more orders from daraz and will sujjest others too\n', 'the reviews are: I received my parcel in good condition. Packing was excellent. Lekin mujhay eik baat kee semijh nehe aa rehi ka ma nay 27 February koo order keya hay or phone mujhay 30 February koo mila hay mugar is kee jehan online warienty sho hoti hay wehan per 7 January aa rehi hay. Saler is ka baray ma kuch bataya ga ka asa q hay. Meray bhai nay phone laya tha us din open kia us din enhoon nay khud online warienty feed kee thee. Mary phone kee warienty phelay say aa rehi thee. kia ya Phone phelay say open tha.?? Saler kuch bataya ga??\n', 'the reviews are: I am very happy. I receive my parcel in good condition. packing was excellent. seller is a good person. his behaviour is very friendly. my parcel reached in 24 hours. on my request seller make a special City parcel for me I am very happy and thankful to the seller for this kindness.\n', 'the reviews are: Delivery was supposed to be between 26-30 Apr but it was delivered to me on 12th Apr, color golden was requested 100% same product received, warranty started from the date I personally activated online. Seller is very corporative and providing genuine products, highly recommended to make purchases here. thumbs up 👍\n', 'the reviews are: Thankx for delivery Infinix note12.There is no fraud at daraz .it was good experience and I am fully satisfied with daraz app for online shopping .everyone can use daraz app without thinking ..it is good app.\n', 'the reviews are: Excellent strongly recommend this seller, thanks daraz and Al saeed communication.\n', 'the reviews are: Excellent product 👍👍..Only darwback handsfree not come with the box...\n', 'the reviews are: pin pack h aur bht acha hai jaisa order kiya hai waisa hi mila hai\n', 'the reviews are: Same as disprition box pack mobile thanks daraz\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Digit Infinity Max 3GB RAM-32GB ROM DUAL SIM 4G PTA APPROVED OFFICIAL BRAND WARRANTY'],['Brand: DigitlMore Mobiles from Digitl'],"['Rs. 19,999']",['7 Ratings'],['4.4'],"[""the reviews are: overall good but not value for money it's a little bit slow cameras are just normal it's not for gaming\n"", 'the reviews are: Excellent mobile phone Thanks seller\n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Vivo Y36 - 8GB RAM 128GB ROM - 6.64 Inches Display - 5000mAh Battery', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 65,499\nRs. 70,000-6%', None]","['1 Ratings', '7 Answered Questions']",['5.0'],"['the reviews are: Nice mobile\n', 'the reviews are: Nice mobile\n', 'the reviews are: Nice mobile\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Itel A49 || 2GB Ram 32GB Rom || 6.6 IPS Display || Non-removable Li-Po 4000mAh battery Charger: 5V 1A', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 17,999\nRs. 24,999-28%', None]","['7 Ratings', '4 Answered Questions']",['5.0'],"['the reviews are: Good product , I am satisfied, delivery was bit late then last but seller is responsive. I ll be recommend him to buying.\n', 'the reviews are: exact same mobile is delivered very good nic and dabba pack\n', 'the reviews are: Packaging was good and received gift as well\n', 'the reviews are: Packaging was good and received gift as well\n', 'the reviews are: very good nice\n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['DIGIT PLAY Smart Phone - 6.1 inch Bigger Screen - Ram 3GB - Rom 32GB', None]","['Brand: Digit MobleMore Mobiles from Digit Moble', None]","['Rs. 16,999', None]","['1 Ratings', '7 Answered Questions']",['5.0'],"['the reviews are: satisfied. daraz delivery late kr rha hai\n', 'the reviews are: satisfied. daraz delivery late kr rha hai\n', 'the reviews are: satisfied. daraz delivery late kr rha hai\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Vivo Y36 - 8GB RAM 128GB ROM - 6.64 Inches Display - IPS LCD - Dual SIM - 5000mAh Battery'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 63,999\nRs. 70,000-9%']",['1 Ratings'],['5.0'],"['the reviews are: very co operative seller and he is the man of words jazakallah kher\n', 'the reviews are: very co operative seller and he is the man of words jazakallah kher\n', 'the reviews are: very co operative seller and he is the man of words jazakallah kher\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Sparx Neo 7 Ultra || 8GB Ram 128GB Rom || 6.5 Inches IPS Display || 5000 mAh - Fast charging 18W'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 34,499\nRs. 36,499-5%']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh'],['Brand: RedmiMore Mobiles from Redmi'],"['Rs. 74,980\nRs. 90,000-17%']",['No Ratings'],[],[None]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=15&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Tecno Spark 10 - 6.6"" Inch Display - 4GB RAM - 128GB ROM']",['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 31,699\nRs. 32,999-4%']",['No Ratings'],[],[None]
